Sort,Ernest,3,0.2477191639091852
Sort,GBM,3,0.9589344186281078
Sort,BOM,3,1.0395215651614529
Sort,OGB,3,1.0413487090177076
Sort,C3O,3,0.2477191639091852
Sort,Ernest,3,0.07175626161623304
Sort,GBM,3,0.24061658653258575
Sort,BOM,3,0.2412451162658828
Sort,OGB,3,0.31684343115865016
Sort,C3O,3,0.07175626161623304
Sort,Ernest,3,0.10834067237456273
Sort,GBM,3,0.308495993942544
Sort,BOM,3,0.231779241596127
Sort,OGB,3,0.30499452858428167
Sort,C3O,3,0.10834067237456273
Sort,Ernest,3,0.08198396284672461
Sort,GBM,3,0.36372296193268994
Sort,BOM,3,0.4350995667316734
Sort,OGB,3,0.40081982058311433
Sort,C3O,3,0.3287453216474495
Sort,Ernest,3,0.09714175774463628
Sort,GBM,3,0.3414246681666541
Sort,BOM,3,0.33115564638864703
Sort,OGB,3,0.3352726742028564
Sort,C3O,3,0.09714175774463628
Sort,Ernest,3,0.05771902640012217
Sort,GBM,3,0.5150387732030544
Sort,BOM,3,0.904508130873412
Sort,OGB,3,1.1831521115574664
Sort,C3O,3,0.05771902640012217
Sort,Ernest,3,0.05851827209222302
Sort,GBM,3,0.28467783780240735
Sort,BOM,3,0.22941030053703942
Sort,OGB,3,0.3092577466368374
Sort,C3O,3,0.05851827209222302
Sort,Ernest,3,0.08216464758657319
Sort,GBM,3,0.26210655248542075
Sort,BOM,3,0.15664782655191978
Sort,OGB,3,0.2440355622956971
Sort,C3O,3,0.08216464758657319
Sort,Ernest,3,0.08965695644976611
Sort,GBM,3,0.35053360060482636
Sort,BOM,3,0.8273995416729157
Sort,OGB,3,0.6312118857481306
Sort,C3O,3,0.08965695644976611
Sort,Ernest,3,0.058458574236239354
Sort,GBM,3,0.5952965408677974
Sort,BOM,3,0.8658025856727263
Sort,OGB,3,0.6076659051912845
Sort,C3O,3,0.058458574236239354
Grep,Ernest,3,0.413185321615814
Grep,GBM,3,0.7207745670725086
Grep,BOM,3,0.8752320278450089
Grep,OGB,3,0.867660559165272
Grep,C3O,3,0.867660559165272
Grep,Ernest,3,0.5376594211105853
Grep,GBM,3,0.6637590683772201
Grep,BOM,3,2.6788342651252917
Grep,OGB,3,0.6627539613595201
Grep,C3O,3,0.6823704297639408
Grep,Ernest,3,0.4966626052782347
Grep,GBM,3,0.5628725136151249
Grep,BOM,3,0.7194707998071684
Grep,OGB,3,0.7074820047437592
Grep,C3O,3,0.6041239930222114
Grep,Ernest,3,0.5369895457246187
Grep,GBM,3,0.48611871542005103
Grep,BOM,3,0.27905715911789725
Grep,OGB,3,0.4719057789186391
Grep,C3O,3,0.27905715911789725
Grep,Ernest,3,1.1230125180329318
Grep,GBM,3,0.6393034733196897
Grep,BOM,3,0.22613030279586707
Grep,OGB,3,0.4429041402924301
Grep,C3O,3,1.1230125180329318
Grep,Ernest,3,0.3739271461242558
Grep,GBM,3,0.281456710674267
Grep,BOM,3,0.1891635307455292
Grep,OGB,3,0.2581786829072991
Grep,C3O,3,0.26197086686033827
Grep,Ernest,3,0.5626462270276097
Grep,GBM,3,0.37241222700760235
Grep,BOM,3,0.21807792214348004
Grep,OGB,3,0.37371997546125624
Grep,C3O,3,0.3498420912079174
Grep,Ernest,3,0.8099436782368267
Grep,GBM,3,0.5202976743981502
Grep,BOM,3,0.331324564383244
Grep,OGB,3,0.45220662894374997
Grep,C3O,3,0.5152277129325296
Grep,Ernest,3,0.4727475775447865
Grep,GBM,3,0.2822843715573752
Grep,BOM,3,0.19130582785994593
Grep,OGB,3,0.279867985427021
Grep,C3O,3,0.2767295195996798
Grep,Ernest,3,0.7005837299680798
Grep,GBM,3,0.42779252558410624
Grep,BOM,3,0.29115932810693923
Grep,OGB,3,0.3010964809873944
Grep,C3O,3,0.4097784754493019
SGDLR,Ernest,3,0.23143989400827303
SGDLR,GBM,3,0.21691626087378607
SGDLR,BOM,3,0.6121024724972527
SGDLR,OGB,3,0.3498041472525023
SGDLR,C3O,3,0.20854403310691447
SGDLR,Ernest,3,0.2664667410701319
SGDLR,GBM,3,0.3691877566873959
SGDLR,BOM,3,0.5831907071722439
SGDLR,OGB,3,0.39922836975051434
SGDLR,C3O,3,0.35438011580920836
SGDLR,Ernest,3,1.0468277501585808
SGDLR,GBM,3,0.4069180739534617
SGDLR,BOM,3,0.530395774153965
SGDLR,OGB,3,0.39889760194484836
SGDLR,C3O,3,0.3922105302324917
SGDLR,Ernest,3,0.28652255337707494
SGDLR,GBM,3,0.5842945824682831
SGDLR,BOM,3,0.8678005024540604
SGDLR,OGB,3,0.6393712480806651
SGDLR,C3O,3,0.588016854358817
SGDLR,Ernest,3,0.28738622346806547
SGDLR,GBM,3,0.6456053322948558
SGDLR,BOM,3,0.9669040636359516
SGDLR,OGB,3,0.31303658390063693
SGDLR,C3O,3,0.28738622346806547
SGDLR,Ernest,3,0.3075233659319318
SGDLR,GBM,3,0.2820599447438348
SGDLR,BOM,3,0.3501511425384945
SGDLR,OGB,3,0.31133976279151715
SGDLR,C3O,3,0.27937589725449297
SGDLR,Ernest,3,0.23370900310650658
SGDLR,GBM,3,0.3726181041276031
SGDLR,BOM,3,0.5118930179407761
SGDLR,OGB,3,0.38228852426131255
SGDLR,C3O,3,0.23370900310650658
SGDLR,Ernest,3,0.23506066943422987
SGDLR,GBM,3,0.3165083404071684
SGDLR,BOM,3,0.34691102557893516
SGDLR,OGB,3,0.3199793997428991
SGDLR,C3O,3,0.23506066943422987
SGDLR,Ernest,3,0.287264715500697
SGDLR,GBM,3,0.2975931172232968
SGDLR,BOM,3,0.32965520519766633
SGDLR,OGB,3,0.3169855680545025
SGDLR,C3O,3,0.2969768004512552
SGDLR,Ernest,3,0.35702690097544637
SGDLR,GBM,3,0.34033783875135987
SGDLR,BOM,3,0.3400316853732537
SGDLR,OGB,3,0.33584878358017006
SGDLR,C3O,3,0.33584878358017006
K-Means,Ernest,3,0.1539019403725942
K-Means,GBM,3,0.22442326999089524
K-Means,BOM,3,0.5240851382096566
K-Means,OGB,3,0.2885528615874291
K-Means,C3O,3,0.1539019403725942
K-Means,Ernest,3,0.2848804342217113
K-Means,GBM,3,0.28116359308569966
K-Means,BOM,3,0.27888255883488544
K-Means,OGB,3,0.28143322933106857
K-Means,C3O,3,0.28191701097721145
K-Means,Ernest,3,0.1650802134981232
K-Means,GBM,3,0.7689786784299768
K-Means,BOM,3,0.7762648328635317
K-Means,OGB,3,0.8120523285215732
K-Means,C3O,3,0.1650802134981232
K-Means,Ernest,3,0.17819734247922492
K-Means,GBM,3,0.31942112916027293
K-Means,BOM,3,0.40769891458747737
K-Means,OGB,3,0.3307603577567224
K-Means,C3O,3,0.17819734247922492
K-Means,Ernest,3,0.36431296780824596
K-Means,GBM,3,0.2821131109072579
K-Means,BOM,3,0.33558872354554703
K-Means,OGB,3,0.28254007441855833
K-Means,C3O,3,0.282563785521161
K-Means,Ernest,3,0.305315292000992
K-Means,GBM,3,0.3774255645135312
K-Means,BOM,3,0.8666754941384983
K-Means,OGB,3,0.44929327757451737
K-Means,C3O,3,0.305315292000992
K-Means,Ernest,3,0.23104905106369353
K-Means,GBM,3,0.26934615436587717
