C3O-KMEANS,200,0.04485256401093613
C3O-KMEANS,190,0.04522350904861848
C3O-KMEANS,180,0.04772527295275877
C3O-KMEANS,170,0.0516339836183828
C3O-KMEANS,160,0.05358071888652124
C3O-KMEANS,150,0.05546013849695227
C3O-KMEANS,140,0.061276143653351656
C3O-KMEANS,130,0.06369727366351366
C3O-KMEANS,120,0.06753190450033898
C3O-KMEANS,110,0.07512046426772785
C3O-KMEANS,100,0.07799693420052331
C3O-KMEANS,90,0.08775413053888755
C3O-KMEANS,80,0.08557732481544104
C3O-KMEANS,70,0.07681238722908701
C3O-KMEANS,60,0.07627189516220059
C3O-KMEANS,45,0.07807951008015006
C3O-KMEANS,35,0.0816492668468039
C3O-KMEANS,25,0.11149793757911916
C3O-KMEANS,15,0.24368359123103095
C3O-KMEDOIDS,200,0.04363606039742318
C3O-KMEDOIDS,190,0.04831589374288696
C3O-KMEDOIDS,180,0.05018090863143733
C3O-KMEDOIDS,170,0.05098885411590144
C3O-KMEDOIDS,160,0.05409780999418747
C3O-KMEDOIDS,150,0.056982814719831784
C3O-KMEDOIDS,140,0.06381285114871141
C3O-KMEDOIDS,130,0.06476949699821653
C3O-KMEDOIDS,120,0.07267918918363611
C3O-KMEDOIDS,110,0.08053803695164401
C3O-KMEDOIDS,100,0.08405677824192445
C3O-KMEDOIDS,90,0.09225053923937351
C3O-KMEDOIDS,80,0.09644580376688396
C3O-KMEDOIDS,70,0.08355196505480919
C3O-KMEDOIDS,60,0.09216266943281355
C3O-KMEDOIDS,45,0.08679421183832656
C3O-KMEDOIDS,35,0.09443271126912414
C3O-KMEDOIDS,25,0.10749135863166921
C3O-KMEDOIDS,15,0.14608268068533792
